id,SuraID1,VerseID1,Text1,SuraID2,VerseID2,Text2,is_similar
3593,32,26,Did (these historical events) not make them realise that We destroyed many nations before them amidst whose dwellings they now move about? Surely there are many Signs in this. Are they unable to hear?,27,52,Now behold their houses that lie in utter ruins because of their wrong-doing. Verily there is a Sign in this for the people who know.,1
3594,2,203,"Remember Allah through the appointed days. Then whoso hasteneth (his departure) by two days, it is no sin for him, and whoso delayeth, it is no sin for him; that is for him who wardeth off (evil). Be careful of your duty to Allah, and know that unto Him ye will be gathered.",28,76,"Now Korah was of Moses_ folk, but he oppressed them; and We gave him so much treasure that the stores thereof would verily have been a burden for a troop of mighty men. When his own folk said unto him: Exult not; lo! Allah loveth not the exultant;",0
3595,7,108,"Then he drew out his hand, and it appeared luminous to all beholders.",27,12,"Now put your hand into your bosom, and it will come forth shining without any blemish. (These are two of the) nine Signs to be carried to Pharaoh and his people. They are surely a wicked people.""",1
3596,17,101,"We granted Moses nine clear signs. Ask the Children of Israel about that: when these signs came forth, Pharaoh said to him: ""Moses, I think that you are bewitched.""",27,12,"Now put your hand into your bosom, and it will come forth shining without any blemish. (These are two of the) nine Signs to be carried to Pharaoh and his people. They are surely a wicked people.""",1
3597,14,17,"Which he sippeth but can hardly swallow, and death cometh unto him from every side while yet he cannot die, and before him is a harsh doom.",54,39,Now taste My punishment after My warnings!,0
3598,5,32,"For that cause We decreed for the Children of Israel that whosoever killeth a human being for other than manslaughter or corruption in the earth, it shall be as if he had killed all mankind, and whoso saveth the life of one, it shall be as if he had saved the life of all mankind. Our messengers came unto them of old with clear proofs (of Allah_s Sovereignty), but afterwards lo! many of them became prodigals in the earth.",37,31,Now the Word of our Lord hath been fulfilled concerning us. Lo! we are about to taste (the doom).,0
3599,2,30,"Just recall the time when your Lord said to the angels, ""I am going to appoint a vicegerent on the Earth."" They humbly enquired, ""Are you going to appoint such a one as will cause disorder and shed blood on the Earth? We are already engaged in hymning Your praise, and hallowing Your name"".",10,14,Now We have appointed you as their successors in the earth to see how you act.,1
3600,8,30,"And when those who disbelieve plot against thee (O Muhammad) to wound thee fatally, or to kill thee or to drive thee forth; they plot, but Allah (also) plotteth; and Allah is the best of plotters.",42,36,"Now whatever ye have been given is but a passing comfort for the life of the world, and that which Allah hath is better and more lasting for those who believe and put their trust in their Lord,",0
3601,7,35,"O Children of Adam! When messengers of your own come unto you who narrate unto you My revelations, then whosoever refraineth from evil and amendeth - there shall no fear come upon them neither shall they grieve.",39,49,"Now when hurt toucheth a man he crieth unto Us, and afterward when We have granted him a boon from Us, he saith: Only by force of knowledge I obtained it. Nay, but it is a test. But most of them know not.",0
3602,10,67,He it is Who hath appointed for you the night that ye should rest therein and the day giving sight. Lo! herein verily are portents for a folk that heed.,47,4,"Now when ye meet in battle those who disbelieve, then it is smiting of the necks until, when ye have routed them, then making fast of bonds; and afterward either grace or ransom till the war lay down its burdens. That (is the ordinance). And if Allah willed He could have punished them (without you) but (thus it is ordained) that He may try some of you by means of others. And those who are slain in the way of Allah, He rendereth not their actions vain.",0
3603,3,162,Is he who follows the good pleasure of Allah like him who is laden with Allah's wrath and whose abode is Hell? How evil that is for a resting-place!,28,61,"Now, he to whom We have promised a good which he is going to obtain - can he be like him whom We have given the good things of this life, but who will be brought up for punishment on the Day of Judgement?",1
3604,3,197,"This is but a little enjoyment, then their destination is Hell -what an evil resting place!",28,61,"Now, he to whom We have promised a good which he is going to obtain - can he be like him whom We have given the good things of this life, but who will be brought up for punishment on the Day of Judgement?",1
3605,6,114,"Shall I look upon anyone apart from Allah for judgement when it is He Who has revealed to you the Book in detail? And those whom We gave the Book (before you) know that this (Book) has been revealed in truth by your Lord. Do not, then, be among the doubters.",10,94,"Now, if you are in doubt concerning what We have revealed to you, then ask those who have been reading the Book before you. It is the truth that has come to you from your Lord, so do never become one of those who doubt,",1
3606,2,27,"who break Allah's covenant after ratifying it; who cut asunder what Allah has ordered to be joined, and who produce chaos on the Earth. These are the people who are indeed the losers.",47,22,"Now, if you were to turn away, what else can be expected but that you will work corruption in the land and fly at each other's throats?",1
3607,6,161,"Say: 'As for me, my Lord has guided me on to a straight way, a right religion, the way of Abraham who adopted it in exclusive devotion to Allah, and he was not of those who associated others with Allah in His divinity.'",2,130,"Now, who else can have aversion to the way of Abraham but the one who has debased himself with folly and ignorance? Abraham was the man whom We chose for Our service in this world, and in the Next World he shall be among the righteous.",1
3608,2,255,"Allah: the Everlasting, the Sustainer of the whole Universe; there is no god but He. He does neither slumber nor sleep. Whatsoever is in the heavens and in the earth is His. Who is there that can intercede with Him except by His own permission.? He knows what is before the people and also what is hidden from them. And they cannot comprehend anything of His knowledge save whatever He Himself pleases to reveal. His Kingdom spreads over the heavens and the earth and the guarding of these does not weary Him. He alone is the Supreme and the Exalted.",53,26,"Numerous are the angels in the heavens; yet their intercession shall be of no avail, except in regard to those whom He grants the leave of intercession and whose plea He is pleased to accept.",1
3609,34,23,"No intercession can avail with Allah except for him whom Allah permits (to intercede). When their hearts are relieved of fright they will ask the intercessors: _What did your Lord say?ù They will reply: _(He said) what is right, and He is the High, the Great.ù",53,26,"Numerous are the angels in the heavens; yet their intercession shall be of no avail, except in regard to those whom He grants the leave of intercession and whose plea He is pleased to accept.",1
3610,20,109,"On that Day intercession shall not avail save of him whom the Most Compassionate Lord permits, and whose word of intercession is pleasing to Him.",53,26,"Numerous are the angels in the heavens; yet their intercession shall be of no avail, except in regard to those whom He grants the leave of intercession and whose plea He is pleased to accept.",1
3611,18,14,"And We made firm their hearts when they stood forth and said: Our Lord is the Lord of the heavens and the earth. We cry unto no Allah beside Him, for then should we utter an enormity.",68,1,"Nun. By the pen and that which they write (therewith),",0
3612,25,23,Then We shall turn to what they had done and render it vain like scattered dust.,2,264,"O Believers, do not spoil your charity by taunts and injury to the recipients like the one who practises charity to be seen by men, while he neither believes in Allah nor in the Last Day. His charity may be likened to the rainfall on a rock which had only a thin layer of soil upon it. When heavy rain fell on it, the whole of the soil washed away and the rock was left bare Such people do not gain the reward they imagine they have earned by their seeming charity; Allah does not show the Right Way to the ungrateful.",1
3613,14,18,This is the example of those who disbelieve in their Lord: their works are like ashes upon which the wind blows fiercely on a tempestuous day. They shall find no reward for their deeds. That indeed is the farthest point in straying.,2,264,"O Believers, do not spoil your charity by taunts and injury to the recipients like the one who practises charity to be seen by men, while he neither believes in Allah nor in the Last Day. His charity may be likened to the rainfall on a rock which had only a thin layer of soil upon it. When heavy rain fell on it, the whole of the soil washed away and the rock was left bare Such people do not gain the reward they imagine they have earned by their seeming charity; Allah does not show the Right Way to the ungrateful.",1
3614,23,51,"Messengers! Partake of the things that are clean, and act righteously. I know well all that you do.",2,172,"O Believers, if you are true worshippers of Allah alone, eat without hesitation of the good and clean things wherewith We have provided you and be grateful to Allah.",1
3615,14,31,"(O Prophet), tell those of My servants who believe that they should establish Prayer and spend out of what We have provided them with, both secretly and openly, before there arrives the Day when there will be no bargaining, nor any mutual befriending.",2,254,"O Believers, spend of the wealth We have bestowed upon you (in Our way) before the Day comes when there shall be no buying and no selling: when neither friendship nor intercession will be of any avail. Those, who adopt the way of disbelief are indeed the wrongdoers. '",1
3616,2,48,And guard yourselves against the Day when no one shall avail anyone anything; nor shall intercession be accepted from anyone; nor shall anyone be acquitted for any (amount of) ransom; nor shall the guilty ones be helped from any quarter.,2,254,"O Believers, spend of the wealth We have bestowed upon you (in Our way) before the Day comes when there shall be no buying and no selling: when neither friendship nor intercession will be of any avail. Those, who adopt the way of disbelief are indeed the wrongdoers. '",1
3617,6,70,"Leave alone those who have made a sport and a pastime of their religion and whom the life of the world has beguiled. But continue to admonish them (with the Quran) lest a man should be caught for what he has himself earned for there shall neither be any protector nor intercessor apart from Allah; and though he may offer any conceivable ransom it shall not be accepted from him, for such people have been caught for the deeds that they have themselves earned. Boiling water to drink and a painful chastisement to suffer for their unbelief is what awaits them.",2,254,"O Believers, spend of the wealth We have bestowed upon you (in Our way) before the Day comes when there shall be no buying and no selling: when neither friendship nor intercession will be of any avail. Those, who adopt the way of disbelief are indeed the wrongdoers. '",1
3618,3,91,"Truly those who disbelieved and died as unbelievers, not even an earth full of gold will be accepted from them as ransom. For such people there is painful chastisement; and none shall come to their help.",2,254,"O Believers, spend of the wealth We have bestowed upon you (in Our way) before the Day comes when there shall be no buying and no selling: when neither friendship nor intercession will be of any avail. Those, who adopt the way of disbelief are indeed the wrongdoers. '",1
3619,2,27,"who break Allah's covenant after ratifying it; who cut asunder what Allah has ordered to be joined, and who produce chaos on the Earth. These are the people who are indeed the losers.",2,40,"O children of Israel! Just recall to mind My favour wherewith I blessed you fulfil your covenant with Me and I shall fulfil My covenant with you, and fear Me alone.",1
3620,15,14,"And even if We opened unto them a gate of heaven and they kept mounting through it,",55,33,"O company of jinn and men, if ye have power to penetrate (all) regions of the heavens and the earth, then penetrate (them)! Ye will never penetrate them save with (Our) sanction.",0
3621,23,44,Then We sent our messengers one after another. Whenever its messenger came unto a nation they denied him; so We caused them to follow one another (to disaster) and We made them bywords. A far removal for folk who believe not!,82,6,"O man! What hath made thee careless concerning thy Lord, the Bountiful,",0
3622,99,1,"When the earth will be shaken with a mighty shaking,",22,1,"O mankind, fear the (wrath of) your Lord! Indeed, the earthquake of the Hour (of Judgement) will be an awesome thing.",1
3623,56,4,"when the earth will suddenly shake with a terrible shaking,",22,1,"O mankind, fear the (wrath of) your Lord! Indeed, the earthquake of the Hour (of Judgement) will be an awesome thing.",1
3624,30,24,"And of His Signs is that He shows you lightning, arousing both fear and hope, and sends down water from the sky and revives the earth after it is dead. Indeed there are Signs in this for those who use their reason.",22,5,"O mankind! If you have any doubt concerning Resurrection, then know that it is surely We Who created you from dust, then from a drop of sperm, then from a clot of blood, then from a little lump of flesh, some of it shapely and other shapeless. (We are rehearsing this) that We may make the reality clear to you. We cause (the drop of sperm) that We please to remain in the wombs till an appointed time. We bring you forth as infants (and nurture you) that you may come of age. Among you is he that dies (at a young age) and he who is kept back to the most abject age so that after once having known, he reaches a stage when he knows nothing. You see the earth dry and barren and then no sooner than We send down water upon it, it begins to quiver and swell and brings forth every kind of beauteous vegetation.",1
3625,22,63,"Do you not see that Allah sends down water from the sky whereby the earth turns green? Verily Allah is Subtle, All-Aware.",22,5,"O mankind! If you have any doubt concerning Resurrection, then know that it is surely We Who created you from dust, then from a drop of sperm, then from a clot of blood, then from a little lump of flesh, some of it shapely and other shapeless. (We are rehearsing this) that We may make the reality clear to you. We cause (the drop of sperm) that We please to remain in the wombs till an appointed time. We bring you forth as infants (and nurture you) that you may come of age. Among you is he that dies (at a young age) and he who is kept back to the most abject age so that after once having known, he reaches a stage when he knows nothing. You see the earth dry and barren and then no sooner than We send down water upon it, it begins to quiver and swell and brings forth every kind of beauteous vegetation.",1
3626,30,19,"He brings forth the living from the dead and brings forth the dead from the living, and revives the earth after it is dead. Likewise will you be raised to life (after you die).",22,5,"O mankind! If you have any doubt concerning Resurrection, then know that it is surely We Who created you from dust, then from a drop of sperm, then from a clot of blood, then from a little lump of flesh, some of it shapely and other shapeless. (We are rehearsing this) that We may make the reality clear to you. We cause (the drop of sperm) that We please to remain in the wombs till an appointed time. We bring you forth as infants (and nurture you) that you may come of age. Among you is he that dies (at a young age) and he who is kept back to the most abject age so that after once having known, he reaches a stage when he knows nothing. You see the earth dry and barren and then no sooner than We send down water upon it, it begins to quiver and swell and brings forth every kind of beauteous vegetation.",1
3627,40,67,"He it is Who created you from dust, then from a sperm-drop, then from a clot; then He brings you out as an infant, then causes you to grow into full maturity, and then causes you to grow further so that you may reach old age, while some of you He recalls earlier. All this is in order that you may reach an appointed term and that you may understand (the Truth).",22,5,"O mankind! If you have any doubt concerning Resurrection, then know that it is surely We Who created you from dust, then from a drop of sperm, then from a clot of blood, then from a little lump of flesh, some of it shapely and other shapeless. (We are rehearsing this) that We may make the reality clear to you. We cause (the drop of sperm) that We please to remain in the wombs till an appointed time. We bring you forth as infants (and nurture you) that you may come of age. Among you is he that dies (at a young age) and he who is kept back to the most abject age so that after once having known, he reaches a stage when he knows nothing. You see the earth dry and barren and then no sooner than We send down water upon it, it begins to quiver and swell and brings forth every kind of beauteous vegetation.",1
3628,35,9,"It is Allah Who sends forth winds which then set the clouds in motion, which We drive to some dead land giving a fresh life to earth after it had become dead. Such will be the resurrection of the dead.",22,5,"O mankind! If you have any doubt concerning Resurrection, then know that it is surely We Who created you from dust, then from a drop of sperm, then from a clot of blood, then from a little lump of flesh, some of it shapely and other shapeless. (We are rehearsing this) that We may make the reality clear to you. We cause (the drop of sperm) that We please to remain in the wombs till an appointed time. We bring you forth as infants (and nurture you) that you may come of age. Among you is he that dies (at a young age) and he who is kept back to the most abject age so that after once having known, he reaches a stage when he knows nothing. You see the earth dry and barren and then no sooner than We send down water upon it, it begins to quiver and swell and brings forth every kind of beauteous vegetation.",1
3629,25,49,"so that He may revive the dead land, and quench the thirst of many of His creatures from among beasts and men.",22,5,"O mankind! If you have any doubt concerning Resurrection, then know that it is surely We Who created you from dust, then from a drop of sperm, then from a clot of blood, then from a little lump of flesh, some of it shapely and other shapeless. (We are rehearsing this) that We may make the reality clear to you. We cause (the drop of sperm) that We please to remain in the wombs till an appointed time. We bring you forth as infants (and nurture you) that you may come of age. Among you is he that dies (at a young age) and he who is kept back to the most abject age so that after once having known, he reaches a stage when he knows nothing. You see the earth dry and barren and then no sooner than We send down water upon it, it begins to quiver and swell and brings forth every kind of beauteous vegetation.",1
3630,36,68,"Whomsoever We grant a long life, We reverse him in his constitution. Do they still not understand?",22,5,"O mankind! If you have any doubt concerning Resurrection, then know that it is surely We Who created you from dust, then from a drop of sperm, then from a clot of blood, then from a little lump of flesh, some of it shapely and other shapeless. (We are rehearsing this) that We may make the reality clear to you. We cause (the drop of sperm) that We please to remain in the wombs till an appointed time. We bring you forth as infants (and nurture you) that you may come of age. Among you is he that dies (at a young age) and he who is kept back to the most abject age so that after once having known, he reaches a stage when he knows nothing. You see the earth dry and barren and then no sooner than We send down water upon it, it begins to quiver and swell and brings forth every kind of beauteous vegetation.",1
3631,3,91,"Lo! those who disbelieve, and die in disbelief, the (whole) earth full of gold would not be accepted from such an one if it were offered as a ransom (for his soul). Theirs will be a painful doom and they will have no helpers.",31,33,"O mankind! Keep your duty to your Lord and fear a Day when the parent will not be able to avail the child in aught, nor the child to avail the parent. Lo! Allah_s promise is the very truth. Let not the life of the world beguile you, nor let the deceiver beguile you, in regard to Allah.",0
3632,4,54,"Or are they jealous of mankind because of that which Allah of His bounty hath bestowed upon them? For We bestowed upon the house of Abraham (of old) the Scripture and wisdom, and We bestowed on them a mighty kingdom.",35,5,"O mankind! Lo! the promise of Allah is true. So let not the life of the world beguile you, and let not the (avowed) beguiler beguile you with regard to Allah.",0
3633,11,34,"My counsel will not profit you if I were minded to advise you, if Allah_s will is to keep you astray. He is your Lord and unto Him ye will be brought back.",49,13,"O mankind! Lo! We have created you male and female, and have made you nations and tribes that ye may know one another. Lo! the noblest of you, in the sight of Allah, is the best in conduct. Lo! Allah is Knower, Aware.",0
3634,4,52,"Those are they whom Allah hath cursed, and he whom Allah hath cursed, thou (O Muhammad) wilt find for him no helper.",35,3,O mankind! Remember Allah_s grace toward you! Is there any creator other than Allah who provideth for you from the sky and the earth? There is no Allah save Him. Whither then are ye turned?,0
3635,4,64,"We sent no messenger save that he should be obeyed by Allah_s leave. And if, when they had wronged themselves, they had but come unto thee and asked forgiveness of Allah, and asked forgiveness of the messenger, they would have found Allah Forgiving, Merciful.",35,15,"O mankind! Ye are the poor in your relation to Allah. And Allah! He is the Absolute, the Owner of Praise.",0
3636,59,18,"Believers, fear Allah and let every person look to what he sends forward for the morrow. Fear Allah; Allah is well aware of all that you do.",4,1,"O men! Fear your Lord Who created you from a single being and out of it created its mate; and out of the two spread many men and women. Fear Allah in Whose name you plead for rights, and heed the ties of kinship. Surely, Allah is ever watchful over you.",1
3637,39,6,"He it is Who created you from a single being, and He it is Who made from it its mate. He it is Who created for you eight heads of cattle in pairs. He creates you in your mothers' wombs, giving you one form after another in threefold depths of darkness. That, then, is Allah, your Lord. His is the kingdom. There is no god but He. So, whence are you being turned astray?",4,1,"O men! Fear your Lord Who created you from a single being and out of it created its mate; and out of the two spread many men and women. Fear Allah in Whose name you plead for rights, and heed the ties of kinship. Surely, Allah is ever watchful over you.",1
3638,7,189,"It is He - Allah -Who created you from a single being, and out of it He made its mate, that he may find comfort in her. And when he covers her, she bears a light burden and goes about with it. Then, when she grows heavy, they pray to their Lord: 'If You bestow upon us a healthy child, we will surely give thanks.'",4,1,"O men! Fear your Lord Who created you from a single being and out of it created its mate; and out of the two spread many men and women. Fear Allah in Whose name you plead for rights, and heed the ties of kinship. Surely, Allah is ever watchful over you.",1
3639,6,98,"It is He Who created you out of a single being, and appointed for each of you a time-limit and a resting place. We have indeed spelled out Our signs for those who can understand.",4,1,"O men! Fear your Lord Who created you from a single being and out of it created its mate; and out of the two spread many men and women. Fear Allah in Whose name you plead for rights, and heed the ties of kinship. Surely, Allah is ever watchful over you.",1
3640,18,27,"(O Prophet), recite to them from the Book of your Lord what has been revealed to you for none may change His words; (and were you to make any change in His words) you will find no refuge from Him.",5,67,"O Messenger! Deliver what has been revealed to you from your Lord, for if you fail to do that, you have not fulfilled the task of His messengership. Allah will certainly protect you from the evil of men. Surely Allah will not guide the unbelievers (to succeed against you).",1
3641,15,95,"Surely We suffice to deal with those who scoff at you,",5,67,"O Messenger! Deliver what has been revealed to you from your Lord, for if you fail to do that, you have not fulfilled the task of His messengership. Allah will certainly protect you from the evil of men. Surely Allah will not guide the unbelievers (to succeed against you).",1
3642,7,186,"For those whom Allah lets go astray, there is no guide; and He will leave them in their transgression to stumble blindly.",5,41,"O Messenger! Do not be grieved on account of those who vie with one another in disbelieving: even though they be those who say with their mouths: 'We believe' even though their hearts have no faith; or they be Jews who have their ears eagerly turned to falsehood and spy for other people who did not chance to come to you, who pervert the words of Allah, taking them out of their proper context in order to distort their meaning. They say to people: 'If such and such teaching is given to you, accept it; if you are not given that, then beware! You can be of no avail to him whom Allah wills to fall into error. Those are the ones whose hearts Allah does not want to purify. For them there is degradation in this world and a mighty chastisement in the Next.",1
3643,2,43,"Establish worship, pay the poor-due, and bow your heads with those who bow (in worship).",27,9,"O Moses! Lo! it is I, Allah, the Mighty, the Wise.",0
3644,6,112,"And so it is that against every Prophet We have set up the evil ones from among men and jinn, some of them inspire others with specious speech only by way of. delusion. Had it been your Lord's will, they would not have done it. Leave them alone to fabricate what they will.",25,31,"O Muhammad, in this very way We have made the criminals the enemies of every Prophet, but your Lord suffices for you as your Guide and Helper.",1
3645,6,123,"Thus We have appointed the leaders of the wicked ones in every land to weave their plots; but in truth they plot only to their own harm, without even realizing it.",25,31,"O Muhammad, in this very way We have made the criminals the enemies of every Prophet, but your Lord suffices for you as your Guide and Helper.",1
3646,20,7,"Whether you speak out aloud (or in a low voice), He knows what is said secretly, and even that which is most hidden.",25,6,"O Muhammad, say to them, ""This has been sent down by Him, Who knows the secret of the heavens and the earth."" The fact is that He is very Forgiving and Merciful.",1
3647,16,43,"(O Muhammad), whenever We raised any Messengers before you, they were no other than human beings; (except that) to them We sent revelation. So ask those who possess knowledge if you do not know.",25,20,"O Muhammad,, all the Messengers whom We sent before you also ate food and moved about in the streets. In fact, We have made you all a means of test for one another. Will you show patience? for your Lord sees everything.",1
3648,21,8,We did not endow the Messengers with bodies that would need no food; nor were they immortals.,25,20,"O Muhammad,, all the Messengers whom We sent before you also ate food and moved about in the streets. In fact, We have made you all a means of test for one another. Will you show patience? for your Lord sees everything.",1
3649,2,271,"If ye publish your almsgiving, it is well, but if ye hide it and give it to the poor, it will be better for you, and will atone for some of your ill-deeds. Allah is Informed of what ye do.",29,56,O my bondmen who believe! Lo! My earth is spacious. Therefor serve Me only.,0
3650,3,75,"Among the People of the Scripture there is he who, if thou trust him with a weight of treasure, will return it to thee. And among them there is he who, if thou trust him with a piece of gold, will not return it to thee unless thou keep standing over him. That is because they say: We have no duty to the Gentiles. They speak a lie concerning Allah knowingly.",31,17,"O my dear son! Establish worship and enjoin kindness and forbid iniquity, and persevere whatever may befall thee. Lo! that is of the steadfast heart of things.",0
3651,3,74,He selecteth for His mercy whom He will. Allah is of Infinite Bounty.,31,16,"O my dear son! Lo! though it be but the weight of a grain of mustard-seed, and though it be in a rock, or in the heavens, or in the earth, Allah will bring it forth. Lo! Allah is Subtile, Aware.",0
3652,7,100,"Is it not an indication to those who inherit the land after its people (who thus reaped the consequence of evil-doing) that, if We will, We can smite them for their sins and print upon their hearts so that they hear not?",40,39,"O my people! Lo! this life of the world is but a passing comfort, and lo! the Hereafter, that is the enduring home.",0
3653,7,90,"But the chieftains of his people, who were disbelieving, said: If ye follow Shu_eyb, then truly ye shall be the losers.",40,29,"O my people! Yours is the kingdom to-day, ye being uppermost in the land. But who would save us from the wrath of Allah should it reach us? Pharaoh said: I do but show you what I think, and I do but guide you to wise policy.",0
3654,9,40,"If ye help him not, still Allah helped him when those who disbelieve drove him forth, the second of two; when they two were in the cave, when he said unto his comrade: Grieve not. Lo! Allah is with us. Then Allah caused His peace of reassurance to descend upon him and supported him with hosts ye cannot see, and made the word of those who disbelieved the nethermost, while Allah_s Word it was that became the uppermost. Allah is Mighty, Wise.",43,68,"O My slaves! For you there is no fear this day, nor is it ye who grieve;",0
3655,10,59,"Say: Have ye considered what provision Allah hath sent down for you, how ye have made of it lawful and unlawful? Hath Allah permitted you, or do ye invent a lie concerning Allah?",46,31,O our people! respond to Allah_s summoner and believe in Him. He will forgive you some of your sins and guard you from a painful doom.,0
3656,7,191,"Do they associate (with Allah in His divinity) those who can create nothing; rather, they are themselves created?",22,73,"O people, a parable is set forth: pay heed to it. Those who call upon aught other than Allah shall never be able to create even a fly, even if all of them were to come together to do that. And if the fly were to snatch away anything from them, they would not be able to recover that from it. Powerless is the supplicant; and powerless is he to whom he supplicates.",1
3657,2,48,And guard yourselves against the Day when no one shall avail anyone anything; nor shall intercession be accepted from anyone; nor shall anyone be acquitted for any (amount of) ransom; nor shall the guilty ones be helped from any quarter.,31,33,"O people, fear (the wrath) of your Lord, and dread the Day when no father will stand for his child, nor any child stand for his father. Surely Allah's promise is true. So let the life of this world not beguile you, nor let the Deluder delude you about Allah.",1
3658,70,10,and no bosom friend will enquire about any of his bosom friends,31,33,"O people, fear (the wrath) of your Lord, and dread the Day when no father will stand for his child, nor any child stand for his father. Surely Allah's promise is true. So let the life of this world not beguile you, nor let the Deluder delude you about Allah.",1
3659,35,18,"No one can bear another's burden. If a heavily laden one should call another to carry his load, none of it shall be carried by the other, even though he be a near of kin. (O Prophet), you can warn only those who fear their Lord without seeing Him and establish Prayer. Whoever purifies himself does so to his own good. To Allah is the final return.",31,33,"O people, fear (the wrath) of your Lord, and dread the Day when no father will stand for his child, nor any child stand for his father. Surely Allah's promise is true. So let the life of this world not beguile you, nor let the Deluder delude you about Allah.",1
3660,35,5,"O people, assuredly Allah's promise is true. So let the life of the world not delude you, and let not the Deluder delude you concerning Allah.",31,33,"O people, fear (the wrath) of your Lord, and dread the Day when no father will stand for his child, nor any child stand for his father. Surely Allah's promise is true. So let the life of this world not beguile you, nor let the Deluder delude you about Allah.",1
3661,33,55,"It will not be blameworthy for the wives of the Prophet if their fathers, their sons, their brothers, their brothers' sons, their sisters' sons, and the women with whom they have social relations, and the persons whom their right hands possess enter their houses. (O women), shun disobeying Allah. Allah is watchful over everything.",24,31,"O Prophet, enjoin the Believing women to restrain their gaze and guard their private parts. and not to display their adornment except that which is displayed of itself, and to draw their veils over their bosoms and not to display their adornment except before their husbands, their fathers, the fathers of their husbands, their sons and the sons of their husbands (from other wives), their brothers, their brothers' sons, their sisters' sons, their female associates and those in their possession and male attendants incapable of sex desire and those boys who have not yet attained knowledge of sex matters concerning women; also forbid them to stamp their feet on the ground lest their hidden ornaments should be displayed. O Believers, turn all together towards Allah: it is expected that you will attain true success.",1
3662,24,60,"There is no sin for such elderly women as are past the age of marriage, if they lay aside their outer graments provided that they do not mean to display their adornment. Nevertheless, if they behave modestly, it would be better for them: for Allah hears everything and knows everything.",24,31,"O Prophet, enjoin the Believing women to restrain their gaze and guard their private parts. and not to display their adornment except that which is displayed of itself, and to draw their veils over their bosoms and not to display their adornment except before their husbands, their fathers, the fathers of their husbands, their sons and the sons of their husbands (from other wives), their brothers, their brothers' sons, their sisters' sons, their female associates and those in their possession and male attendants incapable of sex desire and those boys who have not yet attained knowledge of sex matters concerning women; also forbid them to stamp their feet on the ground lest their hidden ornaments should be displayed. O Believers, turn all together towards Allah: it is expected that you will attain true success.",1
3663,24,31,"O Prophet, enjoin the Believing women to restrain their gaze and guard their private parts. and not to display their adornment except that which is displayed of itself, and to draw their veils over their bosoms and not to display their adornment except before their husbands, their fathers, the fathers of their husbands, their sons and the sons of their husbands (from other wives), their brothers, their brothers' sons, their sisters' sons, their female associates and those in their possession and male attendants incapable of sex desire and those boys who have not yet attained knowledge of sex matters concerning women; also forbid them to stamp their feet on the ground lest their hidden ornaments should be displayed. O Believers, turn all together towards Allah: it is expected that you will attain true success.",33,59,"O Prophet, enjoin your wives and your daughters and the believing women, to draw a part of their outer coverings around them. It is likelier that they will be recognised and not molested. Allah is Most Forgiving, Most Merciful.",1
3664,2,236,"It is no sin if you divorce your wives while you have not yet touched them or fixed any dower for them. In such a case, pay them something anyhow. A rich man should pay fairly according to his means and a poor man according to his resources, for this is an obligation on the righteous people.",33,28,"O Prophet, tell your wives: _If you seek the world and its embellishments, then come and I will make some provision for you and release you in an honourable way.",1
3665,2,228,"Divorced women shall keep themselves in waiting for three menstrual courses and it is unlawful for them, if they believe in Allah and the Last Day, to hide whatever Allah might have created in their wombs. Should their husbands desire reconciliation during this time they are entitled to take them back into wedlock. Women have the same rights against their men as men have against them; but men have a degree above them. Allah is All- Powerful, All-Wise.",65,1,"O Prophet, when you divorce women, divorce them for their waiting-period, and compute the waiting period accurately, and hold Allah, your Lord, in awe. Do not turn them out of their homes (during the waiting period) _ nor should they go away (from their homes) _ unless they have committed a manifestly evil deed. Such are the bounds set by Allah; and he who transgresses the bounds set by Allah commits a wrong against himself. You do not know: maybe Allah will cause something to happen to pave the way (for reconciliation).",1
3666,5,87,"Believers! Do not hold as unlawful the good things which Allah has made lawful to you, and do not exceed the bounds of right. Allah does not love those who transgress the bounds of right.",66,1,"O Prophet, why do you forbid what Allah has made lawful for you? Is it to please your wives? Allah is Most Forgiving, Most Compassionate.",1
3667,28,56,"(O Prophet), you cannot grant guidance to whom you please. It is Allah Who guides those whom He will. He knows best who are amenable to guidance.",2,272,"O Prophet, you are not responsible for their guidance; Allah Himself shows guidance to anyone He pleases. And whatever wealth you spend in charity, it is for your own good. As you spend of your wealth to win Allah's pleasure, you will be given full reward for whatever you spend and you will not be deprived in the least of your rightful due.",1
3668,17,15,"Whosoever goeth right, it is only for (the good of) his own soul that he goeth right, and whosoever erreth, erreth only to its hurt. No laden soul can bear another_s load, We never punish until we have sent a messenger.",60,12,"O Prophet! If believing women come unto thee, taking oath of allegiance unto thee that they will ascribe no thing as partner unto Allah, and will neither steal nor commit adultery nor kill their children, nor produce any lie that they have devised between their hands and feet, nor disobey thee in what is right, then accept their allegiance and ask Allah to forgive them. Lo! Allah is Forgiving, Merciful.",0
3669,3,123,"Allah had already given you the victory at Badr, when ye were contemptible. So observe your duty to Allah in order that ye may be thankful.",33,1,"O Prophet! Keep thy duty to Allah and obey not the disbelievers and the hypocrites. Lo! Allah is Knower, Wise.",0
